comment_id,match_id,platform,days_before_match,comment_date,text,category,is_controversy_match,sentiment_score,sentiment_class
CM001330,M026,Instagram,5,2026-06-22,"Netherlands to win it all, calling it now!",pos,False,0.6239,Positive
CM001331,M026,YouTube,3,2026-06-24,Best ticket price I've seen all tournament for Netherlands vs Argentina!,pos,False,0.6696,Positive
CM001332,M026,YouTube,4,2026-06-23,"This lineup for Netherlands is exactly what we needed, love it!",pos,False,0.6696,Positive
CM001333,M026,YouTube,6,2026-06-21,"Argentina fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001334,M026,Facebook,0,2026-06-27,"Netherlands to win it all, calling it now!",pos,False,0.6239,Positive
CM001335,M026,Instagram,4,2026-06-23,"No clear signage getting to Al Bayt Stadium, missed kickoff because of it.",logi,False,-0.5242,Negative
CM001336,M026,Instagram,0,2026-06-27,"Just got my tickets for Netherlands vs Argentina, best day ever!",pos,False,0.6696,Positive
CM001337,M026,Instagram,1,2026-06-26,Anyone know the kickoff time for Netherlands vs Argentina?,neu,False,0.0,Neutral
CM001338,M026,X (Twitter),4,2026-06-23,"Can't wait for Netherlands vs Argentina, this is going to be electric!",pos,False,0.0,Neutral
CM001339,M026,Facebook,0,2026-06-27,"That highlight reel from the last match gave me chills, let's go Netherlands!",pos,False,0.4003,Positive
CM001340,M026,Facebook,1,2026-06-26,"Netherlands to win it all, calling it now!",pos,False,0.6239,Positive
CM001341,M026,X (Twitter),1,2026-06-26,"Just got my tickets for Netherlands vs Argentina, best day ever!",pos,False,0.6696,Positive
CM001342,M026,Facebook,2,2026-06-25,"Can't wait for Netherlands vs Argentina, this is going to be electric!",pos,False,0.0,Neutral
CM001343,M026,TikTok,1,2026-06-26,Best ticket price I've seen all tournament for Netherlands vs Argentina!,pos,False,0.6696,Positive
CM001344,M026,TikTok,0,2026-06-27,"No clear signage getting to Al Bayt Stadium, missed kickoff because of it.",logi,False,-0.5242,Negative
CM001345,M026,YouTube,0,2026-06-27,Best ticket price I've seen all tournament for Netherlands vs Argentina!,pos,False,0.6696,Positive
CM001346,M026,X (Twitter),1,2026-06-26,"Netherlands are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001347,M026,Facebook,4,2026-06-23,"That highlight reel from the last match gave me chills, let's go Netherlands!",pos,False,0.4003,Positive
CM001348,M026,Facebook,0,2026-06-27,"That highlight reel from the last match gave me chills, let's go Netherlands!",pos,False,0.4003,Positive
CM001349,M026,YouTube,1,2026-06-26,Best ticket price I've seen all tournament for Netherlands vs Argentina!,pos,False,0.6696,Positive
CM001350,M026,Instagram,0,2026-06-27,"Queues to get into Al Bayt Stadium took over an hour, really needs sorting out.",logi,False,0.0,Neutral
CM001351,M026,YouTube,0,2026-06-27,Anyone know the kickoff time for Netherlands vs Argentina?,neu,False,0.0,Neutral
CM001352,M026,Facebook,2,2026-06-25,Curious how Netherlands lines up against Argentina this time.,neu,False,0.3182,Positive
CM001353,M026,TikTok,0,2026-06-27,"Transit to Al Bayt Stadium was a nightmare last time, hope they fix it for Netherlands vs Argentina.",logi,False,0.4404,Positive
CM001354,M026,X (Twitter),4,2026-06-23,"Watching Netherlands vs Argentina with the whole family, can't wait!",pos,False,0.0,Neutral
CM001355,M026,Instagram,1,2026-06-26,"Can't wait for Netherlands vs Argentina, this is going to be electric!",pos,False,0.0,Neutral
CM001356,M026,Facebook,1,2026-06-26,"Netherlands are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001357,M026,X (Twitter),2,2026-06-25,"The atmosphere at Al Bayt Stadium is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM001358,M026,TikTok,0,2026-06-27,"Argentina fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001359,M026,YouTube,7,2026-06-20,Best ticket price I've seen all tournament for Netherlands vs Argentina!,pos,False,0.6696,Positive
CM001360,M026,TikTok,5,2026-06-22,"Queues to get into Al Bayt Stadium took over an hour, really needs sorting out.",logi,False,0.0,Neutral
CM001361,M026,Facebook,2,2026-06-25,"Netherlands to win it all, calling it now!",pos,False,0.6239,Positive
CM001362,M026,Instagram,2,2026-06-25,What's the weather looking like for Netherlands vs Argentina at Al Bayt Stadium?,neu,False,0.3612,Positive
CM001363,M026,Facebook,5,2026-06-22,"Can barely afford tickets anymore, prices have gone way too high this year.",price,False,0.0,Neutral
CM001364,M026,Instagram,0,2026-06-27,"Argentina fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001365,M026,YouTube,5,2026-06-22,"Just got my tickets for Netherlands vs Argentina, best day ever!",pos,False,0.6696,Positive
CM001366,M026,X (Twitter),1,2026-06-26,"Netherlands to win it all, calling it now!",pos,False,0.6239,Positive
CM001367,M026,X (Twitter),1,2026-06-26,"Can't wait for Netherlands vs Argentina, this is going to be electric!",pos,False,0.0,Neutral
CM001368,M026,Instagram,2,2026-06-25,"That highlight reel from the last match gave me chills, let's go Netherlands!",pos,False,0.4003,Positive
CM001369,M026,TikTok,0,2026-06-27,"Netherlands are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001370,M026,Facebook,1,2026-06-26,Watching the Netherlands vs Argentina preview show right now.,neu,False,0.0,Neutral
CM001371,M026,X (Twitter),3,2026-06-24,"Watching Netherlands vs Argentina with the whole family, can't wait!",pos,False,0.0,Neutral
CM001372,M026,X (Twitter),2,2026-06-25,"Argentina fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001373,M026,Instagram,2,2026-06-25,Feels like Netherlands are being treated unfairly by officials again this tournament.,contro,False,0.3612,Positive
CM001374,M027,X (Twitter),0,2026-06-28,Anyone know the kickoff time for Croatia vs Brazil?,neu,False,0.0,Neutral
CM001375,M027,X (Twitter),0,2026-06-28,"Croatia to win it all, calling it now!",pos,False,0.6239,Positive
CM001376,M027,X (Twitter),1,2026-06-27,"Why does Croatia vs Brazil cost double the group stage matches, feels like a cash grab.",price,False,0.3612,Positive
CM001377,M027,Instagram,6,2026-06-22,"Croatia are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001378,M027,YouTube,1,2026-06-27,"That highlight reel from the last match gave me chills, let's go Croatia!",pos,False,0.4003,Positive
CM001379,M027,TikTok,1,2026-06-27,Curious how Croatia lines up against Brazil this time.,neu,False,0.3182,Positive
CM001380,M027,TikTok,1,2026-06-27,"Croatia to win it all, calling it now!",pos,False,0.6239,Positive
CM001381,M027,TikTok,4,2026-06-24,"Watching Croatia vs Brazil with the whole family, can't wait!",pos,False,0.0,Neutral
CM001382,M027,Facebook,1,2026-06-27,Anyone know the kickoff time for Croatia vs Brazil?,neu,False,0.0,Neutral
CM001383,M027,Instagram,3,2026-06-25,"The atmosphere at Ahmad Bin Ali is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM001384,M027,YouTube,0,2026-06-28,Anyone know the kickoff time for Croatia vs Brazil?,neu,False,0.0,Neutral
CM001385,M027,TikTok,3,2026-06-25,Watching the Croatia vs Brazil preview show right now.,neu,False,0.0,Neutral
CM001386,M027,X (Twitter),7,2026-06-21,"This lineup for Croatia is exactly what we needed, love it!",pos,False,0.6696,Positive
CM001387,M027,YouTube,6,2026-06-22,"Queues to get into Ahmad Bin Ali took over an hour, really needs sorting out.",logi,False,0.0,Neutral
CM001388,M027,Facebook,4,2026-06-24,"This lineup for Croatia is exactly what we needed, love it!",pos,False,0.6696,Positive
CM001389,M027,X (Twitter),3,2026-06-25,"Can't wait for Croatia vs Brazil, this is going to be electric!",pos,False,0.0,Neutral
CM001390,M027,YouTube,2,2026-06-26,Feels like Croatia are being treated unfairly by officials again this tournament.,contro,False,0.3612,Positive
CM001391,M027,YouTube,1,2026-06-27,"That highlight reel from the last match gave me chills, let's go Croatia!",pos,False,0.4003,Positive
CM001392,M027,X (Twitter),2,2026-06-26,"Just got my tickets for Croatia vs Brazil, best day ever!",pos,False,0.6696,Positive
CM001393,M027,Instagram,2,2026-06-26,"Why does Croatia vs Brazil cost double the group stage matches, feels like a cash grab.",price,False,0.3612,Positive
CM001394,M027,X (Twitter),5,2026-06-23,Curious how Croatia lines up against Brazil this time.,neu,False,0.3182,Positive
CM001395,M027,Facebook,2,2026-06-26,Anyone know the kickoff time for Croatia vs Brazil?,neu,False,0.0,Neutral
CM001396,M027,TikTok,0,2026-06-28,What's the weather looking like for Croatia vs Brazil at Ahmad Bin Ali?,neu,False,0.3612,Positive
CM001397,M027,YouTube,2,2026-06-26,"Just got my tickets for Croatia vs Brazil, best day ever!",pos,False,0.6696,Positive
CM001398,M027,Instagram,2,2026-06-26,"Watching Croatia vs Brazil with the whole family, can't wait!",pos,False,0.0,Neutral
CM001399,M027,Instagram,1,2026-06-27,"Heading to Ahmad Bin Ali this weekend, first time at a match like this.",neu,False,0.3612,Positive
CM001400,M027,X (Twitter),4,2026-06-24,"The atmosphere at Ahmad Bin Ali is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM001401,M027,Instagram,2,2026-06-26,"No clear signage getting to Ahmad Bin Ali, missed kickoff because of it.",logi,False,-0.5242,Negative
CM001402,M027,Facebook,1,2026-06-27,Watching the Croatia vs Brazil preview show right now.,neu,False,0.0,Neutral
CM001403,M027,TikTok,6,2026-06-22,"The atmosphere at Ahmad Bin Ali is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM001404,M027,X (Twitter),0,2026-06-28,"Just got my tickets for Croatia vs Brazil, best day ever!",pos,False,0.6696,Positive
CM001405,M027,YouTube,3,2026-06-25,"Transit to Ahmad Bin Ali was a nightmare last time, hope they fix it for Croatia vs Brazil.",logi,False,0.4404,Positive
CM001406,M027,X (Twitter),4,2026-06-24,"Can't wait for Croatia vs Brazil, this is going to be electric!",pos,False,0.0,Neutral
CM001407,M027,Facebook,5,2026-06-23,"Croatia to win it all, calling it now!",pos,False,0.6239,Positive
CM001408,M027,Facebook,6,2026-06-22,"No clear signage getting to Ahmad Bin Ali, missed kickoff because of it.",logi,False,-0.5242,Negative
CM001409,M027,X (Twitter),5,2026-06-23,Watching the Croatia vs Brazil preview show right now.,neu,False,0.0,Neutral
CM001410,M027,Instagram,1,2026-06-27,"Rumors swirling about Croatia's lineup changes, fans are not happy about it.",contro,False,-0.4585,Negative
CM001411,M027,X (Twitter),1,2026-06-27,Curious how Croatia lines up against Brazil this time.,neu,False,0.3182,Positive
CM001412,M028,Instagram,0,2026-06-28,Best ticket price I've seen all tournament for India vs Argentina!,pos,False,0.6696,Positive
CM001413,M028,X (Twitter),1,2026-06-27,"Why does India vs Argentina cost double the group stage matches, feels like a cash grab.",price,False,0.3612,Positive
CM001414,M028,TikTok,0,2026-06-28,"Ticket prices for India vs Argentina are honestly outrageous, pricing out real fans.",price,False,0.0,Neutral
CM001415,M028,Facebook,5,2026-06-23,"Transit to Education City was a nightmare last time, hope they fix it for India vs Argentina.",logi,False,0.4404,Positive
CM001416,M028,Instagram,3,2026-06-25,"No clear signage getting to Education City, missed kickoff because of it.",logi,False,-0.5242,Negative
CM001417,M028,Instagram,3,2026-06-25,"Can't wait for India vs Argentina, this is going to be electric!",pos,False,0.0,Neutral
CM001418,M028,YouTube,6,2026-06-22,Anyone know the kickoff time for India vs Argentina?,neu,False,0.0,Neutral
CM001419,M028,Facebook,2,2026-06-26,Watching the India vs Argentina preview show right now.,neu,False,0.0,Neutral
CM001420,M028,YouTube,3,2026-06-25,Watching the India vs Argentina preview show right now.,neu,False,0.0,Neutral
CM001421,M028,X (Twitter),2,2026-06-26,"Can't wait for India vs Argentina, this is going to be electric!",pos,False,0.0,Neutral
CM001422,M028,TikTok,1,2026-06-27,"Resale prices for India vs Argentina are out of control, scalpers ruining it for everyone.",price,False,-0.25,Negative
CM001423,M028,Facebook,5,2026-06-23,"Rumors swirling about India's lineup changes, fans are not happy about it.",contro,False,-0.4585,Negative
CM001424,M028,TikTok,4,2026-06-24,"The atmosphere at Education City is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM001425,M028,TikTok,2,2026-06-26,"India are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001426,M028,Facebook,6,2026-06-22,"That highlight reel from the last match gave me chills, let's go India!",pos,False,0.4003,Positive
CM001427,M028,Instagram,7,2026-06-21,"India to win it all, calling it now!",pos,False,0.6239,Positive
CM001428,M028,YouTube,5,2026-06-23,Watching the India vs Argentina preview show right now.,neu,False,0.0,Neutral
CM001429,M028,Instagram,2,2026-06-26,"Just got my tickets for India vs Argentina, best day ever!",pos,False,0.6696,Positive
CM001430,M028,Instagram,3,2026-06-25,"Can't wait for India vs Argentina, this is going to be electric!",pos,False,0.0,Neutral
CM001431,M028,X (Twitter),0,2026-06-28,"India are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001432,M028,TikTok,6,2026-06-22,"Ticket prices for India vs Argentina are honestly outrageous, pricing out real fans.",price,False,0.0,Neutral
CM001433,M028,TikTok,4,2026-06-24,Best ticket price I've seen all tournament for India vs Argentina!,pos,False,0.6696,Positive
CM001434,M028,Facebook,4,2026-06-24,"Argentina fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001435,M028,X (Twitter),0,2026-06-28,Best ticket price I've seen all tournament for India vs Argentina!,pos,False,0.6696,Positive
CM001436,M028,TikTok,0,2026-06-28,"Argentina fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001437,M028,Instagram,7,2026-06-21,Best ticket price I've seen all tournament for India vs Argentina!,pos,False,0.6696,Positive
CM001438,M028,YouTube,4,2026-06-24,"Ticket prices for India vs Argentina are honestly outrageous, pricing out real fans.",price,False,0.0,Neutral
CM001439,M028,YouTube,3,2026-06-25,"That highlight reel from the last match gave me chills, let's go India!",pos,False,0.4003,Positive
CM001440,M028,YouTube,3,2026-06-25,"This lineup for India is exactly what we needed, love it!",pos,False,0.6696,Positive
CM001441,M028,X (Twitter),2,2026-06-26,Best ticket price I've seen all tournament for India vs Argentina!,pos,False,0.6696,Positive
CM001442,M028,Instagram,4,2026-06-24,"India are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001443,M028,YouTube,1,2026-06-27,"Can't wait for India vs Argentina, this is going to be electric!",pos,False,0.0,Neutral
CM001444,M028,X (Twitter),6,2026-06-22,"Ticket prices for India vs Argentina are honestly outrageous, pricing out real fans.",price,False,0.0,Neutral
CM001445,M028,TikTok,0,2026-06-28,"Argentina fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001446,M028,Facebook,3,2026-06-25,Watching the India vs Argentina preview show right now.,neu,False,0.0,Neutral
CM001447,M028,Instagram,7,2026-06-21,"Queues to get into Education City took over an hour, really needs sorting out.",logi,False,0.0,Neutral
CM001448,M029,X (Twitter),7,2026-06-22,What's the weather looking like for Belgium vs India at Al Thumama?,neu,False,0.3612,Positive
CM001449,M029,X (Twitter),6,2026-06-23,"The atmosphere at Al Thumama is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM001450,M029,YouTube,4,2026-06-25,"Belgium to win it all, calling it now!",pos,False,0.6239,Positive
CM001451,M029,Instagram,7,2026-06-22,What's the weather looking like for Belgium vs India at Al Thumama?,neu,False,0.3612,Positive
CM001452,M029,TikTok,6,2026-06-23,"Rumors swirling about Belgium's lineup changes, fans are not happy about it.",contro,False,-0.4585,Negative
CM001453,M029,X (Twitter),2,2026-06-27,"The atmosphere at Al Thumama is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM001454,M029,Instagram,6,2026-06-23,"Why does Belgium vs India cost double the group stage matches, feels like a cash grab.",price,False,0.3612,Positive
CM001455,M029,Instagram,0,2026-06-29,"Heading to Al Thumama this weekend, first time at a match like this.",neu,False,0.3612,Positive
CM001456,M029,Facebook,2,2026-06-27,Feels like Belgium are being treated unfairly by officials again this tournament.,contro,False,0.3612,Positive
CM001457,M029,Instagram,2,2026-06-27,"Belgium to win it all, calling it now!",pos,False,0.6239,Positive
CM001458,M029,X (Twitter),5,2026-06-24,"Just got my tickets for Belgium vs India, best day ever!",pos,False,0.6696,Positive
CM001459,M029,TikTok,4,2026-06-25,"That highlight reel from the last match gave me chills, let's go Belgium!",pos,False,0.4003,Positive
CM001460,M029,TikTok,3,2026-06-26,"Belgium to win it all, calling it now!",pos,False,0.6239,Positive
CM001461,M029,TikTok,1,2026-06-28,What's the weather looking like for Belgium vs India at Al Thumama?,neu,False,0.3612,Positive
CM001462,M029,TikTok,1,2026-06-28,"Belgium are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001463,M029,TikTok,0,2026-06-29,"Rumors swirling about Belgium's lineup changes, fans are not happy about it.",contro,False,-0.4585,Negative
CM001464,M029,Facebook,7,2026-06-22,"That highlight reel from the last match gave me chills, let's go Belgium!",pos,False,0.4003,Positive
CM001465,M029,Facebook,2,2026-06-27,"That refereeing decision in the last Belgium game was a disgrace, still fuming.",contro,False,-0.7845,Negative
CM001466,M029,Facebook,4,2026-06-25,Best ticket price I've seen all tournament for Belgium vs India!,pos,False,0.6696,Positive
CM001467,M029,TikTok,1,2026-06-28,"India fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001468,M029,TikTok,5,2026-06-24,Reports of a key Belgium player injury are concerning right before this game.,contro,False,-0.4215,Negative
CM001469,M029,Instagram,2,2026-06-27,"India fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001470,M029,Instagram,4,2026-06-25,"Belgium are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001471,M029,YouTube,1,2026-06-28,"Can't wait for Belgium vs India, this is going to be electric!",pos,False,0.0,Neutral
CM001472,M029,Instagram,1,2026-06-28,"No clear signage getting to Al Thumama, missed kickoff because of it.",logi,False,-0.5242,Negative
CM001473,M029,X (Twitter),6,2026-06-23,"Watching Belgium vs India with the whole family, can't wait!",pos,False,0.0,Neutral
CM001474,M029,X (Twitter),3,2026-06-26,Best ticket price I've seen all tournament for Belgium vs India!,pos,False,0.6696,Positive
CM001475,M029,YouTube,1,2026-06-28,Anyone know the kickoff time for Belgium vs India?,neu,False,0.0,Neutral
CM001476,M029,TikTok,1,2026-06-28,"Watching Belgium vs India with the whole family, can't wait!",pos,False,0.0,Neutral
CM001477,M029,X (Twitter),2,2026-06-27,"This lineup for Belgium is exactly what we needed, love it!",pos,False,0.6696,Positive
CM001478,M029,X (Twitter),1,2026-06-28,"Belgium to win it all, calling it now!",pos,False,0.6239,Positive
CM001479,M029,Instagram,0,2026-06-29,"Resale prices for Belgium vs India are out of control, scalpers ruining it for everyone.",price,False,-0.25,Negative
CM001480,M029,Facebook,2,2026-06-27,"Belgium to win it all, calling it now!",pos,False,0.6239,Positive
CM001481,M029,Facebook,3,2026-06-26,"Belgium are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001482,M029,Instagram,7,2026-06-22,"Just got my tickets for Belgium vs India, best day ever!",pos,False,0.6696,Positive
CM001483,M029,X (Twitter),5,2026-06-24,"Queues to get into Al Thumama took over an hour, really needs sorting out.",logi,False,0.0,Neutral
CM001484,M029,YouTube,2,2026-06-27,Anyone know the kickoff time for Belgium vs India?,neu,False,0.0,Neutral
CM001485,M029,TikTok,2,2026-06-27,"Transit to Al Thumama was a nightmare last time, hope they fix it for Belgium vs India.",logi,False,0.4404,Positive
CM001486,M029,Facebook,2,2026-06-27,"Belgium are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001487,M030,Instagram,2,2026-06-27,Anyone know the kickoff time for Netherlands vs France?,neu,False,0.0,Neutral
CM001488,M030,X (Twitter),7,2026-06-22,Feels like Netherlands are being treated unfairly by officials again this tournament.,contro,False,0.3612,Positive
CM001489,M030,Facebook,2,2026-06-27,"Ticket prices for Netherlands vs France are honestly outrageous, pricing out real fans.",price,False,0.0,Neutral
CM001490,M030,Instagram,3,2026-06-26,"This lineup for Netherlands is exactly what we needed, love it!",pos,False,0.6696,Positive
CM001491,M030,YouTube,4,2026-06-25,"Netherlands to win it all, calling it now!",pos,False,0.6239,Positive
CM001492,M030,TikTok,1,2026-06-28,"Watching Netherlands vs France with the whole family, can't wait!",pos,False,0.0,Neutral
CM001493,M030,TikTok,3,2026-06-26,"This lineup for Netherlands is exactly what we needed, love it!",pos,False,0.6696,Positive
CM001494,M030,YouTube,1,2026-06-28,"Watching Netherlands vs France with the whole family, can't wait!",pos,False,0.0,Neutral
CM001495,M030,Facebook,4,2026-06-25,"Just got my tickets for Netherlands vs France, best day ever!",pos,False,0.6696,Positive
CM001496,M030,Facebook,6,2026-06-23,"No clear signage getting to 974 Stadium, missed kickoff because of it.",logi,False,-0.5242,Negative
CM001497,M030,Facebook,0,2026-06-29,"Ticket prices for Netherlands vs France are honestly outrageous, pricing out real fans.",price,False,0.0,Neutral
CM001498,M030,Facebook,0,2026-06-29,"That highlight reel from the last match gave me chills, let's go Netherlands!",pos,False,0.4003,Positive
CM001499,M030,X (Twitter),1,2026-06-28,"Transit to 974 Stadium was a nightmare last time, hope they fix it for Netherlands vs France.",logi,False,0.4404,Positive
CM001500,M030,TikTok,1,2026-06-28,"This lineup for Netherlands is exactly what we needed, love it!",pos,False,0.6696,Positive
CM001501,M030,Instagram,5,2026-06-24,"The atmosphere at 974 Stadium is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM001502,M030,Instagram,0,2026-06-29,"Watching Netherlands vs France with the whole family, can't wait!",pos,False,0.0,Neutral
CM001503,M030,YouTube,0,2026-06-29,"Netherlands to win it all, calling it now!",pos,False,0.6239,Positive
CM001504,M030,Facebook,0,2026-06-29,"Netherlands to win it all, calling it now!",pos,False,0.6239,Positive
CM001505,M030,Facebook,2,2026-06-27,"Netherlands are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001506,M030,YouTube,4,2026-06-25,"Netherlands to win it all, calling it now!",pos,False,0.6239,Positive
CM001507,M030,TikTok,1,2026-06-28,"Watching Netherlands vs France with the whole family, can't wait!",pos,False,0.0,Neutral
CM001508,M030,TikTok,2,2026-06-27,"Queues to get into 974 Stadium took over an hour, really needs sorting out.",logi,False,0.0,Neutral
CM001509,M030,YouTube,4,2026-06-25,"Watching Netherlands vs France with the whole family, can't wait!",pos,False,0.0,Neutral
CM001510,M030,Instagram,3,2026-06-26,Best ticket price I've seen all tournament for Netherlands vs France!,pos,False,0.6696,Positive
CM001511,M030,TikTok,2,2026-06-27,"Resale prices for Netherlands vs France are out of control, scalpers ruining it for everyone.",price,False,-0.25,Negative
CM001512,M030,Facebook,1,2026-06-28,"Not happy about the news on Netherlands's squad ahead of France match, worrying signs.",contro,False,-0.6595,Negative
CM001513,M030,Instagram,5,2026-06-24,"Netherlands are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001514,M030,TikTok,2,2026-06-27,Watching the Netherlands vs France preview show right now.,neu,False,0.0,Neutral
CM001515,M030,Instagram,3,2026-06-26,"Can't wait for Netherlands vs France, this is going to be electric!",pos,False,0.0,Neutral
CM001516,M030,TikTok,1,2026-06-28,"Watching Netherlands vs France with the whole family, can't wait!",pos,False,0.0,Neutral
CM001517,M030,YouTube,0,2026-06-29,Best ticket price I've seen all tournament for Netherlands vs France!,pos,False,0.6696,Positive
CM001518,M030,Facebook,2,2026-06-27,"France fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001519,M030,Facebook,2,2026-06-27,"Can barely afford tickets anymore, prices have gone way too high this year.",price,False,0.0,Neutral
CM001520,M030,Instagram,1,2026-06-28,"The atmosphere at 974 Stadium is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM001521,M030,X (Twitter),0,2026-06-29,Best ticket price I've seen all tournament for Netherlands vs France!,pos,False,0.6696,Positive
CM001522,M030,TikTok,1,2026-06-28,"Netherlands to win it all, calling it now!",pos,False,0.6239,Positive
CM001523,M030,Instagram,0,2026-06-29,"Heading to 974 Stadium this weekend, first time at a match like this.",neu,False,0.3612,Positive
CM001524,M030,YouTube,6,2026-06-23,What's the weather looking like for Netherlands vs France at 974 Stadium?,neu,False,0.3612,Positive
CM001525,M030,Facebook,1,2026-06-28,"Netherlands to win it all, calling it now!",pos,False,0.6239,Positive
CM001526,M030,Instagram,6,2026-06-23,Curious how Netherlands lines up against France this time.,neu,False,0.3182,Positive
CM001527,M031,Instagram,1,2026-06-29,"That highlight reel from the last match gave me chills, let's go Brazil!",pos,False,0.4003,Positive
CM001528,M031,TikTok,4,2026-06-26,"Just got my tickets for Brazil vs India, best day ever!",pos,False,0.6696,Positive
CM001529,M031,X (Twitter),6,2026-06-24,"India fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001530,M031,X (Twitter),0,2026-06-30,Best ticket price I've seen all tournament for Brazil vs India!,pos,False,0.6696,Positive
CM001531,M031,Facebook,2,2026-06-28,"This lineup for Brazil is exactly what we needed, love it!",pos,False,0.6696,Positive
CM001532,M031,X (Twitter),2,2026-06-28,"India fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001533,M031,Facebook,4,2026-06-26,"India fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001534,M031,Instagram,5,2026-06-25,Reports of a key Brazil player injury are concerning right before this game.,contro,False,-0.4215,Negative
CM001535,M031,Facebook,5,2026-06-25,Best ticket price I've seen all tournament for Brazil vs India!,pos,False,0.6696,Positive
CM001536,M031,X (Twitter),5,2026-06-25,"The atmosphere at Lusail Stadium is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM001537,M031,TikTok,3,2026-06-27,"India fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001538,M031,YouTube,5,2026-06-25,"The atmosphere at Lusail Stadium is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM001539,M031,X (Twitter),6,2026-06-24,"Watching Brazil vs India with the whole family, can't wait!",pos,False,0.0,Neutral
CM001540,M031,YouTube,4,2026-06-26,"This lineup for Brazil is exactly what we needed, love it!",pos,False,0.6696,Positive
CM001541,M031,Instagram,1,2026-06-29,"Transit to Lusail Stadium was a nightmare last time, hope they fix it for Brazil vs India.",logi,False,0.4404,Positive
CM001542,M031,YouTube,5,2026-06-25,"Brazil to win it all, calling it now!",pos,False,0.6239,Positive
CM001543,M031,X (Twitter),4,2026-06-26,"Brazil are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM001544,M031,Instagram,3,2026-06-27,Watching the Brazil vs India preview show right now.,neu,False,0.0,Neutral
CM001545,M031,X (Twitter),0,2026-06-30,What's the weather looking like for Brazil vs India at Lusail Stadium?,neu,False,0.3612,Positive
CM001546,M031,Facebook,0,2026-06-30,"Brazil to win it all, calling it now!",pos,False,0.6239,Positive
CM001547,M031,Facebook,6,2026-06-24,"Heading to Lusail Stadium this weekend, first time at a match like this.",neu,False,0.3612,Positive
CM001548,M031,YouTube,5,2026-06-25,"That refereeing decision in the last Brazil game was a disgrace, still fuming.",contro,False,-0.7845,Negative
CM001549,M031,YouTube,0,2026-06-30,"Why does Brazil vs India cost double the group stage matches, feels like a cash grab.",price,False,0.3612,Positive
CM001550,M031,TikTok,0,2026-06-30,Curious how Brazil lines up against India this time.,neu,False,0.3182,Positive
CM001551,M031,YouTube,2,2026-06-28,"India fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM001552,M031,TikTok,3,2026-06-27,Best ticket price I've seen all tournament for Brazil vs India!,pos,False,0.6696,Positive
CM001553,M031,Facebook,5,2026-06-25,"Brazil to win it all, calling it now!",pos,False,0.6239,Positive
CM001554,M031,X (Twitter),1,2026-06-29,"Queues to get into Lusail Stadium took over an hour, really needs sorting out.",logi,False,0.0,Neutral
CM001555,M031,X (Twitter),0,2026-06-30,"This lineup for Brazil is exactly what we needed, love it!",pos,False,0.6696,Positive
CM001556,M031,Instagram,0,2026-06-30,Best ticket price I've seen all tournament for Brazil vs India!,pos,False,0.6696,Positive
