post_id,match_id,platform,content_type,post_date,impressions,likes,shares,comments,video_views,engagement_rate
P00638,M019,YouTube,Meme/GIF,2026-06-20,63748,4896,483,198,0,0.0875
P00639,M029,TikTok,Tactical Analysis,2026-06-29,7016,420,50,78,0,0.0781
P00640,M044,App Push,Tactical Analysis,2026-07-06,19891,1356,102,107,0,0.0787
P00641,M025,Instagram,Tactical Analysis,2026-06-27,3738,255,66,27,0,0.0931
P00642,M019,Instagram,Live Score Update,2026-06-20,27569,1209,483,220,0,0.0694
P00643,M040,Instagram,Player Interview,2026-07-04,29342,1421,364,304,14605,0.0712
P00644,M007,X (Twitter),Live Score Update,2026-06-15,14690,910,186,217,0,0.0894
P00645,M009,X (Twitter),Stadium Tour,2026-06-17,23445,1587,339,148,7237,0.0885
P00646,M024,YouTube,Tactical Analysis,2026-06-22,18174,1355,283,92,0,0.0952
P00647,M048,Instagram,Live Score Update,2026-07-04,11627,903,96,103,0,0.0948
P00648,M015,YouTube,Highlight Reel,2026-06-22,53893,2488,442,423,18663,0.0622
P00649,M006,Instagram,Match Preview,2026-06-13,19195,1455,227,76,0,0.0916
P00650,M037,X (Twitter),Ticket Promo,2026-06-30,15630,1245,268,203,0,0.1098
P00651,M010,Instagram,Stadium Tour,2026-06-18,33735,2039,483,473,16747,0.0888
P00652,M026,App Push,Tactical Analysis,2026-06-24,6462,486,67,54,0,0.0939
P00653,M016,Instagram,Tactical Analysis,2026-06-21,22488,1614,217,165,0,0.0888
P00654,M004,TikTok,Stadium Tour,2026-06-16,5992,345,45,29,2570,0.0699
P00655,M010,Facebook,Highlight Reel,2026-06-19,34811,1867,512,234,19044,0.0751
P00656,M045,TikTok,Highlight Reel,2026-07-03,56459,2334,872,513,25741,0.0659
P00657,M044,App Push,Behind the Scenes,2026-07-03,30602,1687,212,218,0,0.0692
P00658,M035,X (Twitter),Match Preview,2026-07-02,27712,1532,237,198,0,0.071
P00659,M027,TikTok,Fan Poll,2026-06-28,38787,2145,662,380,0,0.0822
P00660,M027,App Push,Player Interview,2026-06-28,42352,2337,230,526,16406,0.073
P00661,M005,Instagram,Highlight Reel,2026-06-17,81785,5628,610,840,31709,0.0865
P00662,M046,Instagram,Ticket Promo,2026-07-07,2859,152,38,29,0,0.0766
P00663,M045,Instagram,Tactical Analysis,2026-07-03,18880,1251,186,278,0,0.0908
P00664,M036,Facebook,Live Score Update,2026-06-30,27067,1370,426,250,0,0.0756
P00665,M031,TikTok,Behind the Scenes,2026-06-30,34741,1531,279,405,0,0.0638
P00666,M030,Instagram,Live Score Update,2026-06-28,13901,955,135,170,0,0.0906
P00667,M023,Instagram,Ticket Promo,2026-06-23,11928,840,113,168,0,0.094
P00668,M041,YouTube,Highlight Reel,2026-07-03,53328,3968,444,408,28247,0.0904
P00669,M046,YouTube,Highlight Reel,2026-07-03,47415,2700,744,187,23028,0.0766
P00670,M017,X (Twitter),Tactical Analysis,2026-06-23,10211,553,82,42,0,0.0663
P00671,M020,X (Twitter),Tactical Analysis,2026-06-22,23934,1558,281,287,0,0.0888
P00672,M047,Instagram,Player Interview,2026-07-08,39970,2892,209,147,11965,0.0813
P00673,M018,Instagram,Live Score Update,2026-06-23,27274,2146,401,385,0,0.1075
P00674,M009,TikTok,Tactical Analysis,2026-06-18,26640,1102,176,300,0,0.0592
P00675,M037,App Push,Meme/GIF,2026-07-03,63987,2637,703,608,0,0.0617
P00676,M009,Instagram,Live Score Update,2026-06-19,13922,774,233,63,0,0.0769
P00677,M010,TikTok,Behind the Scenes,2026-06-19,39677,1762,589,443,0,0.0704
P00678,M043,X (Twitter),Stadium Tour,2026-07-03,9325,439,180,135,4759,0.0809
P00679,M017,Instagram,Match Preview,2026-06-22,26423,1625,464,141,0,0.0844
P00680,M012,Instagram,Meme/GIF,2026-06-18,53024,4032,862,529,0,0.1023
P00681,M031,X (Twitter),Player Interview,2026-06-30,20636,869,305,68,10124,0.0602
P00682,M032,Instagram,Stadium Tour,2026-06-27,14250,701,136,121,7909,0.0672
P00683,M033,Facebook,Meme/GIF,2026-06-30,21581,879,152,75,0,0.0512
P00684,M045,X (Twitter),Fan Poll,2026-07-03,12404,767,106,48,0,0.0743
P00685,M001,App Push,Stadium Tour,2026-06-13,12339,790,149,88,3571,0.0832
P00686,M020,Instagram,Meme/GIF,2026-06-21,18050,972,233,200,0,0.0778
P00687,M028,TikTok,Ticket Promo,2026-06-26,11967,527,234,76,0,0.0699
P00688,M020,TikTok,Behind the Scenes,2026-06-20,37929,1643,573,319,0,0.0668
P00689,M033,YouTube,Fan Poll,2026-06-30,16226,1027,162,70,0,0.0776
P00690,M039,YouTube,Highlight Reel,2026-07-03,26786,1469,331,126,15989,0.0719
P00691,M013,Instagram,Ticket Promo,2026-06-17,8665,393,107,55,0,0.0641
P00692,M029,TikTok,Player Interview,2026-06-25,34928,2074,643,520,14371,0.0927
P00693,M012,YouTube,Tactical Analysis,2026-06-18,4865,260,27,24,0,0.0639
P00694,M013,Facebook,Tactical Analysis,2026-06-17,5862,347,112,58,0,0.0882
P00695,M006,Facebook,Ticket Promo,2026-06-17,9447,701,50,129,0,0.0932
P00696,M034,Instagram,Highlight Reel,2026-06-29,39288,2380,715,122,20183,0.0819
P00697,M002,X (Twitter),Meme/GIF,2026-06-14,8480,398,159,28,0,0.069
P00698,M037,TikTok,Ticket Promo,2026-06-30,11788,770,127,138,0,0.0878
P00699,M025,X (Twitter),Match Preview,2026-06-23,23798,1818,158,108,0,0.0876
P00700,M003,X (Twitter),Behind the Scenes,2026-06-14,23599,1560,200,218,0,0.0838
P00701,M043,TikTok,Live Score Update,2026-07-05,34909,1712,183,162,0,0.0589
P00702,M005,Instagram,Fan Poll,2026-06-13,15918,900,168,85,0,0.0724
P00703,M002,YouTube,Stadium Tour,2026-06-15,5131,222,52,18,2840,0.0569
P00704,M022,X (Twitter),Stadium Tour,2026-06-24,15917,1046,158,65,4072,0.0797
P00705,M038,YouTube,Tactical Analysis,2026-07-01,8040,358,52,46,0,0.0567
P00706,M013,YouTube,Match Preview,2026-06-18,20690,1550,331,266,0,0.1038
P00707,M008,YouTube,Match Preview,2026-06-18,22095,1673,219,285,0,0.0985
P00708,M039,Instagram,Live Score Update,2026-07-01,9600,701,185,52,0,0.0977
P00709,M047,TikTok,Meme/GIF,2026-07-05,22455,1443,122,225,0,0.0797
P00710,M044,TikTok,Live Score Update,2026-07-04,43629,2119,838,290,0,0.0744
P00711,M018,Instagram,Player Interview,2026-06-21,10104,557,134,43,2178,0.0726
P00712,M026,Facebook,Highlight Reel,2026-06-23,29497,1888,397,332,7953,0.0887
P00713,M046,X (Twitter),Tactical Analysis,2026-07-07,22614,1403,213,209,0,0.0807
P00714,M002,App Push,Behind the Scenes,2026-06-15,10457,802,72,113,0,0.0944
P00715,M038,X (Twitter),Behind the Scenes,2026-06-30,7990,547,150,67,0,0.0956
P00716,M042,Facebook,Stadium Tour,2026-07-05,6307,321,62,30,3311,0.0655
P00717,M004,YouTube,Meme/GIF,2026-06-14,19728,919,335,229,0,0.0752
P00718,M009,X (Twitter),Match Preview,2026-06-15,30570,1605,416,417,0,0.0798
P00719,M036,YouTube,Ticket Promo,2026-07-02,3788,165,51,56,0,0.0718
P00720,M013,Instagram,Highlight Reel,2026-06-21,24198,1922,216,179,14401,0.0958
P00721,M016,TikTok,Behind the Scenes,2026-06-21,15742,780,186,64,0,0.0654
P00722,M001,Instagram,Stadium Tour,2026-06-12,19004,804,273,207,7278,0.0676
P00723,M039,YouTube,Match Preview,2026-07-01,16160,952,113,63,0,0.0698
P00724,M016,TikTok,Ticket Promo,2026-06-21,9286,506,96,55,0,0.0708
P00725,M013,TikTok,Tactical Analysis,2026-06-18,2373,178,43,23,0,0.1028
P00726,M034,YouTube,Ticket Promo,2026-06-30,10437,640,114,154,0,0.087
P00727,M001,Facebook,Behind the Scenes,2026-06-12,30604,2125,327,299,0,0.0899
P00728,M032,X (Twitter),Highlight Reel,2026-06-30,78553,5260,1182,797,18857,0.0922
P00729,M036,X (Twitter),Highlight Reel,2026-06-30,45839,2209,271,559,23535,0.0663
P00730,M003,Instagram,Live Score Update,2026-06-12,38324,2563,714,461,0,0.0975
P00731,M032,X (Twitter),Ticket Promo,2026-06-28,13054,1000,163,62,0,0.0938
P00732,M039,Facebook,Stadium Tour,2026-06-30,11411,752,109,49,5993,0.0797
P00733,M032,X (Twitter),Fan Poll,2026-06-30,38541,2338,568,456,0,0.0872
P00734,M017,X (Twitter),Meme/GIF,2026-06-20,35980,1979,672,219,0,0.0798
P00735,M028,Facebook,Live Score Update,2026-06-27,65109,4317,1169,739,0,0.0956
P00736,M035,X (Twitter),Ticket Promo,2026-06-28,14013,1032,97,49,0,0.0841
P00737,M003,TikTok,Player Interview,2026-06-16,39446,2502,369,384,15852,0.0825
P00738,M008,Facebook,Highlight Reel,2026-06-18,42961,2652,713,298,9694,0.0853
P00739,M045,Instagram,Ticket Promo,2026-07-03,16589,1286,180,160,0,0.098
P00740,M019,Instagram,Player Interview,2026-06-24,36299,2312,368,535,16621,0.0886
P00741,M039,Facebook,Player Interview,2026-07-04,43315,1970,359,585,20204,0.0673
P00742,M023,YouTube,Behind the Scenes,2026-06-25,25432,1532,253,336,0,0.0834
P00743,M030,TikTok,Player Interview,2026-06-29,18239,1074,304,191,6418,0.086
P00744,M009,App Push,Fan Poll,2026-06-19,9436,437,163,73,0,0.0713
P00745,M031,Instagram,Match Preview,2026-06-26,32882,1549,411,466,0,0.0738
P00746,M048,Instagram,Behind the Scenes,2026-07-06,27319,1137,277,92,0,0.0551
P00747,M012,X (Twitter),Tactical Analysis,2026-06-19,19809,1001,234,185,0,0.0717
P00748,M042,YouTube,Player Interview,2026-07-01,24141,1864,327,88,5185,0.0944
P00749,M005,App Push,Player Interview,2026-06-17,27163,1868,338,84,14566,0.0843
P00750,M039,X (Twitter),Fan Poll,2026-07-04,22584,1122,135,316,0,0.0697
P00751,M008,X (Twitter),Ticket Promo,2026-06-14,5270,324,66,55,0,0.0844
P00752,M036,App Push,Fan Poll,2026-07-02,33096,1531,309,181,0,0.0611
P00753,M040,App Push,Live Score Update,2026-07-04,41129,1885,800,274,0,0.0719
P00754,M029,X (Twitter),Tactical Analysis,2026-06-29,16239,1231,257,195,0,0.1036
P00755,M032,Instagram,Tactical Analysis,2026-06-30,16063,933,136,84,0,0.0718
P00756,M036,Facebook,Tactical Analysis,2026-07-02,25301,1032,494,118,0,0.065
P00757,M044,TikTok,Meme/GIF,2026-07-06,50031,2663,708,556,0,0.0785
P00758,M009,Facebook,Fan Poll,2026-06-18,13454,643,248,179,0,0.0795
P00759,M008,Instagram,Ticket Promo,2026-06-18,14419,1032,102,45,0,0.0818
P00760,M012,TikTok,Player Interview,2026-06-17,34929,2054,644,321,20792,0.0864
P00761,M016,X (Twitter),Live Score Update,2026-06-20,6081,394,81,19,0,0.0812
P00762,M045,X (Twitter),Meme/GIF,2026-07-04,86100,5101,1462,917,0,0.0869
P00763,M037,X (Twitter),Tactical Analysis,2026-07-01,3812,304,26,46,0,0.0986
P00764,M026,TikTok,Meme/GIF,2026-06-23,25199,1741,326,112,0,0.0865
P00765,M017,X (Twitter),Fan Poll,2026-06-23,14453,1131,191,130,0,0.1005
P00766,M012,X (Twitter),Highlight Reel,2026-06-16,30156,1485,369,157,8521,0.0667
P00767,M018,YouTube,Highlight Reel,2026-06-23,73703,5407,442,360,15740,0.0842
P00768,M030,Instagram,Match Preview,2026-06-26,15069,1151,122,219,0,0.099
P00769,M001,YouTube,Meme/GIF,2026-06-15,35602,2447,457,259,0,0.0888
P00770,M006,Facebook,Ticket Promo,2026-06-16,9647,770,174,95,0,0.1077
P00771,M018,TikTok,Ticket Promo,2026-06-19,19133,1206,293,191,0,0.0883
P00772,M034,Instagram,Tactical Analysis,2026-06-28,3707,171,68,15,0,0.0685
P00773,M037,TikTok,Highlight Reel,2026-07-03,44662,3449,745,419,23243,0.1033
P00774,M047,TikTok,Highlight Reel,2026-07-04,28477,1947,527,317,6660,0.098
P00775,M008,Instagram,Stadium Tour,2026-06-15,3971,267,36,51,1836,0.0891
P00776,M010,Instagram,Player Interview,2026-06-16,40062,2679,665,265,13949,0.0901
P00777,M010,X (Twitter),Ticket Promo,2026-06-18,12903,863,117,182,0,0.0901
P00778,M035,Facebook,Stadium Tour,2026-06-30,8144,330,93,89,2218,0.0629
P00779,M009,X (Twitter),Meme/GIF,2026-06-18,68455,3672,536,577,0,0.0699
P00780,M034,X (Twitter),Stadium Tour,2026-06-28,12865,967,84,129,6026,0.0917
P00781,M048,Facebook,Meme/GIF,2026-07-05,71246,3788,725,355,0,0.0683
P00782,M041,YouTube,Live Score Update,2026-07-05,28545,1840,392,364,0,0.0909
P00783,M036,X (Twitter),Ticket Promo,2026-06-28,12485,907,115,128,0,0.0921
P00784,M033,Facebook,Player Interview,2026-06-29,55218,4177,1035,290,26938,0.0996
P00785,M007,TikTok,Tactical Analysis,2026-06-14,16424,1149,281,244,0,0.1019
P00786,M038,Instagram,Highlight Reel,2026-07-01,47387,2658,575,588,21644,0.0806
P00787,M032,App Push,Behind the Scenes,2026-06-30,43960,3201,598,525,0,0.0984
P00788,M030,Instagram,Ticket Promo,2026-06-28,11868,537,100,131,0,0.0647
P00789,M047,YouTube,Behind the Scenes,2026-07-08,31915,1630,618,376,0,0.0822
P00790,M012,YouTube,Fan Poll,2026-06-20,17173,1021,144,180,0,0.0783
P00791,M014,X (Twitter),Match Preview,2026-06-19,14027,766,228,110,0,0.0787
P00792,M009,App Push,Match Preview,2026-06-18,31316,2281,238,263,0,0.0888
P00793,M041,TikTok,Player Interview,2026-07-01,32339,1408,373,383,10119,0.0669
P00794,M030,App Push,Meme/GIF,2026-06-25,74907,5225,750,902,0,0.0918
P00795,M033,TikTok,Player Interview,2026-06-30,15498,1029,176,177,5278,0.0892
P00796,M033,Instagram,Meme/GIF,2026-06-27,20708,1644,357,207,0,0.1066
P00797,M013,App Push,Match Preview,2026-06-19,19082,854,134,271,0,0.066
P00798,M010,App Push,Fan Poll,2026-06-18,32923,1441,638,127,0,0.067
P00799,M026,Instagram,Highlight Reel,2026-06-23,43014,2802,717,616,20848,0.0961
P00800,M041,TikTok,Player Interview,2026-07-05,9972,657,124,34,4008,0.0817
P00801,M034,Instagram,Player Interview,2026-07-01,11296,747,72,113,4248,0.0825
P00802,M027,TikTok,Live Score Update,2026-06-24,59228,2654,359,619,0,0.0613
P00803,M011,X (Twitter),Behind the Scenes,2026-06-16,38285,2913,365,391,0,0.0958
P00804,M045,TikTok,Behind the Scenes,2026-07-03,6799,507,34,57,0,0.088
P00805,M003,YouTube,Match Preview,2026-06-15,27056,1160,339,299,0,0.0665
P00806,M042,X (Twitter),Meme/GIF,2026-07-05,27927,2043,345,415,0,0.1004
P00807,M047,TikTok,Behind the Scenes,2026-07-08,8131,607,55,85,0,0.0919
P00808,M027,TikTok,Ticket Promo,2026-06-27,8520,525,64,80,0,0.0785
P00809,M016,Facebook,Meme/GIF,2026-06-22,18933,1465,124,107,0,0.0896
P00810,M013,Instagram,Highlight Reel,2026-06-19,8483,467,67,81,1737,0.0725
P00811,M018,YouTube,Ticket Promo,2026-06-21,9562,506,181,80,0,0.0802
P00812,M023,YouTube,Highlight Reel,2026-06-24,44540,2844,636,445,21615,0.0881
P00813,M027,YouTube,Tactical Analysis,2026-06-28,7311,320,103,80,0,0.0688
P00814,M008,Instagram,Meme/GIF,2026-06-18,26946,1484,536,142,0,0.0802
P00815,M007,TikTok,Live Score Update,2026-06-14,6624,492,64,71,0,0.0947
P00816,M015,TikTok,Fan Poll,2026-06-20,9535,486,132,28,0,0.0678
P00817,M025,YouTube,Behind the Scenes,2026-06-26,32056,2088,493,109,0,0.0839
P00818,M025,X (Twitter),Live Score Update,2026-06-27,13602,1045,227,60,0,0.0979
P00819,M035,Instagram,Fan Poll,2026-07-02,28325,2158,336,251,0,0.0969
P00820,M013,TikTok,Fan Poll,2026-06-21,5034,346,93,59,0,0.0989
P00821,M009,YouTube,Player Interview,2026-06-16,59518,3246,472,300,27924,0.0675
P00822,M038,TikTok,Tactical Analysis,2026-06-30,3537,164,45,24,0,0.0659
P00823,M042,YouTube,Highlight Reel,2026-07-04,49113,3290,790,652,19079,0.0963
P00824,M028,TikTok,Live Score Update,2026-06-27,35577,2830,389,413,0,0.1021
P00825,M041,TikTok,Stadium Tour,2026-07-02,15315,613,267,95,4369,0.0637
P00826,M048,YouTube,Tactical Analysis,2026-07-07,11622,696,197,141,0,0.089
P00827,M003,TikTok,Live Score Update,2026-06-14,9054,535,161,87,0,0.0865
P00828,M039,X (Twitter),Highlight Reel,2026-07-04,19673,841,350,258,8220,0.0737
P00829,M030,Instagram,Tactical Analysis,2026-06-29,25572,1823,203,84,0,0.0825
P00830,M012,YouTube,Player Interview,2026-06-16,25367,1122,200,277,5855,0.063
P00831,M014,Instagram,Fan Poll,2026-06-21,18200,1022,172,103,0,0.0713
P00832,M016,TikTok,Player Interview,2026-06-19,35994,2266,693,214,15385,0.0882
P00833,M005,Instagram,Highlight Reel,2026-06-17,21798,1581,306,204,5580,0.0959
P00834,M007,App Push,Tactical Analysis,2026-06-18,4985,396,44,42,0,0.0967
P00835,M045,Instagram,Highlight Reel,2026-07-05,19786,1472,325,261,7164,0.104
P00836,M036,Instagram,Stadium Tour,2026-07-02,15538,698,91,101,7258,0.0573
P00837,M039,Facebook,Fan Poll,2026-07-02,15436,1033,178,53,0,0.0819
P00838,M046,Instagram,Tactical Analysis,2026-07-07,22209,1123,412,88,0,0.0731
P00839,M015,App Push,Stadium Tour,2026-06-20,27165,1819,257,328,12351,0.0885
P00840,M043,Instagram,Tactical Analysis,2026-07-06,6674,421,122,93,0,0.0953
P00841,M027,X (Twitter),Meme/GIF,2026-06-27,62930,4161,709,479,0,0.085
P00842,M008,Instagram,Match Preview,2026-06-16,36829,1533,195,492,0,0.0603
P00843,M034,YouTube,Stadium Tour,2026-07-01,10813,466,74,86,2817,0.0579
P00844,M003,YouTube,Ticket Promo,2026-06-15,3660,271,48,41,0,0.0984
P00845,M019,YouTube,Match Preview,2026-06-21,33403,2397,330,175,0,0.0869
P00846,M025,Facebook,Fan Poll,2026-06-27,9639,561,69,120,0,0.0778
P00847,M005,YouTube,Tactical Analysis,2026-06-17,11153,539,80,57,0,0.0606
P00848,M021,Instagram,Tactical Analysis,2026-06-24,7835,626,112,54,0,0.1011
P00849,M038,YouTube,Behind the Scenes,2026-07-03,33035,2399,567,383,0,0.1014
P00850,M034,Facebook,Meme/GIF,2026-06-29,20611,1079,390,139,0,0.078
P00851,M006,YouTube,Match Preview,2026-06-16,19726,1433,111,287,0,0.0928
P00852,M017,TikTok,Match Preview,2026-06-23,28836,2102,576,147,0,0.098
P00853,M048,TikTok,Match Preview,2026-07-04,34065,1988,300,264,0,0.0749
P00854,M048,App Push,Live Score Update,2026-07-08,47199,2489,778,272,0,0.075
P00855,M046,Instagram,Fan Poll,2026-07-04,30811,1837,197,154,0,0.071
P00856,M006,Instagram,Stadium Tour,2026-06-16,14226,692,265,84,6612,0.0732
P00857,M030,TikTok,Fan Poll,2026-06-29,12324,873,154,106,0,0.0919
P00858,M042,X (Twitter),Fan Poll,2026-07-05,19169,1119,236,162,0,0.0791
P00859,M038,Instagram,Fan Poll,2026-07-01,20708,1597,167,285,0,0.0989
P00860,M034,Instagram,Player Interview,2026-06-28,12101,875,208,172,3045,0.1037
P00861,M010,YouTube,Match Preview,2026-06-17,23915,1492,393,232,0,0.0885
P00862,M022,Facebook,Fan Poll,2026-06-24,21424,1138,274,72,0,0.0693
P00863,M025,Facebook,Player Interview,2026-06-23,19145,1320,297,59,7501,0.0875
P00864,M034,YouTube,Highlight Reel,2026-06-28,17188,894,323,181,3647,0.0813
P00865,M021,X (Twitter),Player Interview,2026-06-21,11209,759,133,40,2457,0.0831
P00866,M008,X (Twitter),Highlight Reel,2026-06-18,45409,2970,281,543,19097,0.0836
P00867,M002,YouTube,Ticket Promo,2026-06-15,5211,258,58,55,0,0.0712
P00868,M016,App Push,Match Preview,2026-06-20,18312,1245,168,199,0,0.088
P00869,M001,Instagram,Match Preview,2026-06-15,13021,618,244,176,0,0.0797
P00870,M043,TikTok,Meme/GIF,2026-07-04,54251,3129,1005,174,0,0.0794
P00871,M004,Instagram,Highlight Reel,2026-06-14,39916,2635,729,124,9705,0.0874
P00872,M001,TikTok,Stadium Tour,2026-06-14,6069,390,82,86,2738,0.0919
P00873,M009,App Push,Behind the Scenes,2026-06-16,16736,1134,96,102,0,0.0796
P00874,M023,Instagram,Ticket Promo,2026-06-25,3687,162,41,32,0,0.0637
P00875,M046,YouTube,Highlight Reel,2026-07-04,12238,824,106,166,2912,0.0896
P00876,M047,Instagram,Behind the Scenes,2026-07-08,16205,815,101,185,0,0.0679
P00877,M035,X (Twitter),Ticket Promo,2026-07-02,13113,968,156,160,0,0.0979
P00878,M021,YouTube,Match Preview,2026-06-21,46673,2544,660,321,0,0.0755
P00879,M048,TikTok,Meme/GIF,2026-07-07,31677,1339,555,204,0,0.0662
P00880,M013,Instagram,Player Interview,2026-06-17,7318,548,129,36,1606,0.0974
P00881,M024,YouTube,Match Preview,2026-06-24,19007,1383,138,188,0,0.0899
P00882,M008,Facebook,Match Preview,2026-06-15,20242,956,157,120,0,0.0609
P00883,M033,X (Twitter),Ticket Promo,2026-06-27,14111,1105,187,97,0,0.0984
P00884,M023,YouTube,Highlight Reel,2026-06-23,21363,1087,380,142,8043,0.0753
P00885,M031,YouTube,Meme/GIF,2026-06-28,78006,4896,1185,679,0,0.0867
P00886,M043,YouTube,Fan Poll,2026-07-03,41496,2559,431,211,0,0.0771
P00887,M013,App Push,Ticket Promo,2026-06-21,7635,489,57,67,0,0.0803
P00888,M037,TikTok,Match Preview,2026-07-03,11838,473,59,175,0,0.0597
P00889,M029,X (Twitter),Fan Poll,2026-06-28,29205,1761,407,431,0,0.089
P00890,M021,Instagram,Behind the Scenes,2026-06-22,17799,1287,117,261,0,0.0935
P00891,M029,X (Twitter),Ticket Promo,2026-06-29,13073,845,231,173,0,0.0955
P00892,M002,Facebook,Stadium Tour,2026-06-13,1896,148,29,24,1071,0.106
P00893,M017,YouTube,Behind the Scenes,2026-06-22,29107,1928,508,146,0,0.0887
P00894,M034,Instagram,Behind the Scenes,2026-06-28,29944,1673,550,358,0,0.0862
P00895,M041,X (Twitter),Stadium Tour,2026-07-03,27851,1183,229,346,8174,0.0631
P00896,M009,Instagram,Ticket Promo,2026-06-17,3130,242,50,41,0,0.1064
P00897,M048,TikTok,Match Preview,2026-07-08,22560,1271,174,136,0,0.0701
P00898,M006,Facebook,Match Preview,2026-06-15,7735,609,150,110,0,0.1123
P00899,M001,X (Twitter),Live Score Update,2026-06-13,23448,1066,253,187,0,0.0642
P00900,M001,YouTube,Match Preview,2026-06-15,21992,1050,146,185,0,0.0628
P00901,M037,Instagram,Highlight Reel,2026-07-03,38223,2409,627,366,14662,0.089
P00902,M033,Instagram,Tactical Analysis,2026-06-29,23451,1105,190,108,0,0.0598
P00903,M032,TikTok,Ticket Promo,2026-06-26,5018,355,28,60,0,0.0883
P00904,M027,Instagram,Stadium Tour,2026-06-28,9780,759,67,31,3138,0.0876
P00905,M025,YouTube,Stadium Tour,2026-06-24,11127,623,153,59,4123,0.075
P00906,M016,Facebook,Player Interview,2026-06-18,45617,3609,522,422,15437,0.0998
P00907,M012,Facebook,Tactical Analysis,2026-06-20,11767,864,165,108,0,0.0966
P00908,M047,TikTok,Tactical Analysis,2026-07-04,18668,1358,300,212,0,0.1002
P00909,M006,X (Twitter),Match Preview,2026-06-13,7612,482,42,41,0,0.0742
P00910,M031,TikTok,Stadium Tour,2026-06-30,17509,955,335,230,9253,0.0868
P00911,M045,Facebook,Highlight Reel,2026-07-06,47541,3619,555,240,24680,0.0928
P00912,M040,Instagram,Ticket Promo,2026-07-03,5822,432,66,47,0,0.0936
P00913,M032,YouTube,Live Score Update,2026-06-26,9153,598,145,112,0,0.0934
P00914,M024,YouTube,Behind the Scenes,2026-06-26,22498,994,139,149,0,0.057
P00915,M026,Instagram,Fan Poll,2026-06-27,4013,253,39,37,0,0.082
P00916,M020,Facebook,Meme/GIF,2026-06-24,26567,1596,452,290,0,0.088
P00917,M025,TikTok,Meme/GIF,2026-06-23,43769,3439,227,293,0,0.0905
P00918,M032,TikTok,Meme/GIF,2026-06-28,85523,6725,1520,834,0,0.1062
P00919,M039,X (Twitter),Behind the Scenes,2026-07-02,20128,879,321,159,0,0.0675
P00920,M029,YouTube,Highlight Reel,2026-06-27,48737,3465,743,259,23623,0.0917
P00921,M037,Instagram,Player Interview,2026-07-03,44237,2712,377,212,21088,0.0746
P00922,M023,Facebook,Meme/GIF,2026-06-26,11556,699,70,39,0,0.0699
P00923,M002,Instagram,Highlight Reel,2026-06-15,13065,715,242,150,7261,0.0847
P00924,M011,YouTube,Live Score Update,2026-06-19,7768,382,54,98,0,0.0687
P00925,M013,TikTok,Fan Poll,2026-06-21,7123,556,46,25,0,0.088
P00926,M005,Instagram,Ticket Promo,2026-06-16,10893,564,138,39,0,0.068
P00927,M025,App Push,Live Score Update,2026-06-27,51207,2296,758,320,0,0.0659
P00928,M033,App Push,Live Score Update,2026-07-01,66588,5065,1023,961,0,0.1059
P00929,M010,TikTok,Behind the Scenes,2026-06-19,12415,620,143,168,0,0.075
P00930,M008,Facebook,Live Score Update,2026-06-15,58031,3008,818,367,0,0.0723
P00931,M033,Instagram,Ticket Promo,2026-06-27,6771,516,111,71,0,0.1031
P00932,M033,YouTube,Highlight Reel,2026-07-01,20811,1011,161,239,11214,0.0678
P00933,M033,TikTok,Ticket Promo,2026-07-01,6549,275,45,54,0,0.0571
P00934,M026,TikTok,Highlight Reel,2026-06-24,26699,1661,198,250,8170,0.079
P00935,M002,YouTube,Player Interview,2026-06-11,16756,967,193,223,9850,0.0825
P00936,M044,Instagram,Player Interview,2026-07-03,29974,2211,485,426,16508,0.1042
P00937,M004,X (Twitter),Fan Poll,2026-06-16,27832,2205,305,199,0,0.0973
P00938,M040,TikTok,Behind the Scenes,2026-07-04,31611,1611,557,373,0,0.0804
P00939,M029,Facebook,Tactical Analysis,2026-06-27,11217,760,145,87,0,0.0884
P00940,M022,TikTok,Fan Poll,2026-06-24,36214,2613,306,537,0,0.0954
P00941,M044,X (Twitter),Highlight Reel,2026-07-06,32733,2128,323,344,8445,0.0854
P00942,M038,Facebook,Behind the Scenes,2026-07-01,25851,1315,200,357,0,0.0724
P00943,M003,TikTok,Fan Poll,2026-06-14,5833,295,37,25,0,0.0612
P00944,M017,YouTube,Ticket Promo,2026-06-20,22633,1632,243,289,0,0.0956
P00945,M035,Facebook,Tactical Analysis,2026-07-02,15713,782,187,113,0,0.0689
P00946,M028,Instagram,Live Score Update,2026-06-27,70231,3454,1068,500,0,0.0715
P00947,M027,YouTube,Live Score Update,2026-06-26,56242,3978,944,407,0,0.0948
P00948,M024,YouTube,Stadium Tour,2026-06-25,26748,1366,497,291,11171,0.0805
P00949,M024,X (Twitter),Meme/GIF,2026-06-25,30230,1632,468,238,0,0.0773
P00950,M043,X (Twitter),Fan Poll,2026-07-06,12333,813,78,85,0,0.0791
P00951,M031,YouTube,Stadium Tour,2026-06-30,24156,1382,304,246,5645,0.08
P00952,M025,TikTok,Highlight Reel,2026-06-27,32547,1661,295,122,13002,0.0638
P00953,M018,TikTok,Fan Poll,2026-06-23,19828,1487,190,144,0,0.0918
P00954,M004,YouTube,Meme/GIF,2026-06-13,8258,401,77,42,0,0.063
P00955,M033,App Push,Fan Poll,2026-06-27,35220,2053,301,264,0,0.0743
P00956,M039,TikTok,Fan Poll,2026-07-02,8343,511,123,74,0,0.0849
